鄉鎮市區,交易標的,土地區段位置建物區段門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
The villages and towns urban district,transaction sign,land sector position building sector house number plate,land shifting total area square meter,the use zoning or compiles and checks,the non-metropolis land use district,non-metropolis land use,transaction year month and day,transaction pen number,shifting level,total floor number,building state,main use,main building materials,construction to complete the years,building shifting total area,Building present situation pattern - room,building present situation pattern - hall,building present situation pattern - health,building present situation pattern - compartmented,Whether there is manages the organization,total price NTD,the unit price (NTD / square meter),the berth category,berth shifting total area square meter,the berth total price NTD,the note,serial number,,,,,
板橋區,房地(土地+建物),建國街54巷1~30號,25.25,都市：其他:住宅區,,,1091205,土地1建物1車位0,二層，陽台,四層,公寓(5樓含以下無電梯),住家用,加強磚造,0630416,91.0,3,2,1,有,無,10650000,117033,,0.0,0,陽台外推;其他增建;,RPUNMLPJJHGGFAF57DA,91.0,0.0,0.0,無,
土城區,房地(土地+建物),立雲街5巷1~30號,8.58,都市：其他:第二種商業區,,,1100109,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870626,99.24,3,2,2,有,有,10950000,110339,,0.0,0,,RPPPMLPKJHGGFAF37DA,80.21,1.32,7.35,有,
板橋區,房地(土地+建物)+車位,忠孝路48巷31~60號,23.96,都市：其他:住宅區,,,1091025,土地1建物1車位1,四層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0940531,144.48000000000002,3,2,2,有,有,18060000,135974,一樓平面,27.84,2200000,陽台外推;其他增建;,RPOSMLTKJHGGFAF97DA,78.35,3.27,8.0,有,
土城區,房地(土地+建物)+車位,金城路二段121~150號,15.7,都市：其他:第二種住宅區,,,1100121,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1090317,150.41,3,2,2,有,有,15780000,104913,坡道平面,30.9,0,,RPWOMLPLJHGGFAF08DA,65.47,6.13,9.06,有,001
板橋區,房地(土地+建物),南雅東路1~30號,10.58,都市：其他:住宅區,,,1091227,土地1建物1車位0,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0960814,112.97999999999999,3,2,2,有,有,16300000,144273,,0.0,0,陽台外推;,RPQSMLRLJHGGFAF08DA,69.08,4.8,7.53,有,
土城區,房地(土地+建物),清水路331~360號,4.92,都市：其他:第二種住宅區,,,1100103,土地1建物1車位0,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0851220,67.73,2,2,1,有,有,7080000,104533,,0.0,0,,RPPQMLLJKHGGFAF07DA,55.21,0.0,6.08,有,002
板橋區,房地(土地+建物)+車位,區運路91~120號,19.4,都市：其他:第二種特定專用區,,,1091130,土地1建物1車位2,六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0980115,323.03,3,2,2,有,有,48000000,148593,坡道平面,52.08,0,,RPPSMLLJKHGGFAF27DA,166.01,5.87,20.63,有,003
土城區,房地(土地+建物),福安街52巷1~30號,31.65,都市：其他:道路用地,,,1100118,土地2建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0790118,105.4,3,2,2,有,無,7680000,72865,,0.0,0,頂樓加蓋;,RPXUMLLJKHGGFAF28DA,85.62,0.0,9.5,無,
板橋區,房地(土地+建物),文化路一段270巷1~30號,83.0,都市：其他:住宅區,,,1100104,土地1建物1車位0,全,二層,透天厝,住家用,加強磚造,,116.1,5,3,3,有,無,33000000,284238,,0.0,0,頂樓增建格局:1房1廳1衛未登記建物;,RPVPMLMJKHGGFAF67DA,116.1,0.0,0.0,無,
板橋區,房地(土地+建物)+車位,金門街301~330號,39.68,都市：其他:第一種住宅區,,,1100202,土地1建物1車位1,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0980917,242.82,4,2,2,有,有,22650000,93279,坡道平面,30.0,0,其他增建;,RPPQMLMJKHGGFAF17DA,128.99,6.24,17.72,有,004
板橋區,房地(土地+建物),重慶路290巷22弄1~30號,22.06,都市：其他:住宅區,,,1100105,土地1建物1車位0,三層，陽台,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0700402,73.31,3,2,1,有,無,7280000,99304,,0.0,0,其他增建;,RPVNMLTLJHGGFAF28DA,73.31,0.0,0.0,無,
板橋區,房地(土地+建物)+車位,廣和街61~90號,14.49,都市：其他:住宅區,,,1100110,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0971120,139.38,2,2,1,有,有,16200000,121345,坡道平面,20.71,1800000,陽台外推;夾層;其他增建;,RPWQMLMJKHGGFAF87DA,59.68,7.78,8.71,有,005
板橋區,房地(土地+建物)+車位,長江路二段61~90號,8.92,都市：其他:住宅區,,,1091218,土地1建物1車位1,十二層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0870622,163.02,3,2,2,有,有,16000000,98147,坡道機械,16.23,0,,RPQOMLPJKHGGFAF37DA,99.34,1.15,17.4,有,
板橋區,房地(土地+建物),民生路三段61~90號,5.17,都市：其他:住宅區,,,1100106,土地1建物1車位0,六層,三十一層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0891009,86.55999999999999,2,2,1,有,有,15700000,181377,,0.0,0,,RPOQMLPJKHGGFAF37DA,59.79,0.0,9.53,有,
板橋區,房地(土地+建物)+車位,長江路二段61~90號,27.82,都市：其他:住宅區,,,1100108,土地1建物1車位1,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0860630,186.06,4,2,2,有,有,20000000,107492,坡道平面,38.34,0,陽台外推;,RPOQMLNJKHGGFAF17DA,110.06,0.97,8.7,有,
板橋區,房地(土地+建物),中正路25巷1~30號,38.8,都市：其他:住宅區,,,1091231,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0740812,122.98,4,2,2,有,無,16000000,130102,,0.0,0,頂加格局:1房1廳1衛頂樓加蓋;,RPVNMLSJKHGGFAF08DA,111.74,0.0,11.24,無,
土城區,房地(土地+建物),延壽路111巷1~30號,22.88,都市：其他:第一種住宅區,,,1100123,土地1建物1車位0,一層，平台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0671107,79.38,3,2,1,有,無,2400000,30234,,0.0,0,親友、員工、共有人或其他特殊關係間之交易;,RPVOMLSJKHGGFAF18DA,79.38,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,中正路181~210號,24.67,都市：其他:住宅區,,,1091122,土地1建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051122,233.47,3,2,2,有,有,31280000,150423,坡道平面,36.16,1600000,,RPQNMLOLJIPFFBF28DA,119.64,2.75,11.3,有,
新莊區,房地(土地+建物)+車位,中正路181~210號,28.07,都市：其他:住宅區,,,1091129,土地1建物1車位3,八層,二十二層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1051122,308.99,3,2,2,有,有,33000000,141140,坡道平面,108.48,4700000,,RPOPMLKMJIPFFBF97DA,118.34,5.11,15.96,有,
新莊區,房地(土地+建物)+車位,榮華路一段1~30號,18.26,都市：其他:第二種住宅區,,,1091201,土地1建物1車位1,十七層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090102,149.5,2,2,1,有,有,16950000,142402,坡道平面,45.92,2200000,,RPTTMLRJKIPFFBF76DA,59.89,8.3,5.04,有,006
新莊區,房地(土地+建物)+車位,榮華路一段1~30號,13.53,都市：其他:第二種住宅區,,,1091202,土地1建物1車位1,三層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090102,110.97,2,2,1,有,有,12500000,134821,坡道平面,33.46,2050000,,RPOONLLKKIPFFBF97DA,47.22,2.49,5.22,有,
新莊區,房地(土地+建物)+車位,榮華路一段1~30號,14.61,都市：其他:第二種住宅區,,,1091202,土地1建物1車位1,九層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090102,118.6,2,2,1,有,有,13510000,135776,坡道平面,33.46,1950000,,RPPONLLKKIPFFBF08DA,55.05,0.0,5.18,有,
新莊區,房地(土地+建物)+車位,中央路181~210號,26.83,都市：其他:第二種商業區,,,1091111,土地1建物1車位2,十七層,二十八層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1011228,284.43,4,2,2,有,有,32980000,115951,坡道平面,64.28,0,,RPPOMLPKKIPFFBF38DA,131.67,5.62,12.23,有,007
林口區,房地(土地+建物)+車位,文化三路一段61~90號,52.54,都市：其他:第五種住宅區,,,1091129,土地1建物1車位2,二十一層,四十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090806,456.4,0,0,0,無,有,56280000,126002,坡道平面,42.28,4100000,毛胚屋;,RPVOMLPKKIPFFBF98DA,236.91,16.42,23.8,有,
林口區,房地(土地+建物)+車位,文化三路一段61~90號,46.43,都市：其他:第五種住宅區,,,1090930,土地1建物1車位2,三十六層,四十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090806,418.33,0,0,0,無,有,56730000,139157,坡道平面,42.28,4400000,毛胚屋;,RPRSMLPKKIPFFBF98DA,209.64,15.56,18.19,有,
林口區,房地(土地+建物)+車位,文化三路一段61~90號,45.21,都市：其他:第五種住宅區,,,1091014,土地1建物1車位1,三十六層,四十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090806,397.19,0,0,0,無,有,56300000,143598,坡道平面,21.14,2300000,毛胚屋;,RPTTMLPKKIPFFBF66DA,209.64,15.56,18.19,有,
五股區,土地,登林段691~720地號,0.77,都市：其他:道路用地,,,1091208,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,46000,0,,0.0,0,包含公共設施保留地用地;,RPTOMLNLKIPFFBF68DA,0.0,0.0,0.0,無,008
新莊區,房地(土地+建物)+車位,榮華路一段1~30號,17.61,都市：其他:第二種住宅區,,,1091212,土地1建物1車位1,十二層,十七層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼骨鋼筋混凝土造,1090102,141.72,2,2,1,有,有,16800000,141423,坡道平面,38.13,2150000,,RPPSMLPLKIPFFBF88DA,59.89,8.3,5.04,有,
林口區,房地(土地+建物)+車位,文化三路一段61~90號,51.32,都市：其他:第五種住宅區,,,1091225,土地1建物1車位2,十八層,四十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090806,463.23,0,0,0,無,有,57390000,126357,坡道平面,42.28,4200000,毛胚屋;,RPSPMLLKJHGGFBF37DA,232.24,19.19,23.57,有,
林口區,房地(土地+建物)+車位,文化三路一段61~90號,46.43,都市：其他:第五種住宅區,,,1091225,土地1建物1車位2,十八層,四十一層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090806,418.33,0,0,0,無,有,51410000,125542,坡道平面,42.28,4200000,毛胚屋;,RPTPMLLKJHGGFBF47DA,209.64,15.56,18.19,有,
林口區,房地(土地+建物)+車位,文化三路一段361~390號,17.28,都市：其他:中心商業區,,,1091231,土地2建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950825,163.17000000000002,3,2,2,有,有,15200000,93154,坡道平面,34.38,0,,RPSNMLMKJHGGFBF27DA,84.57,0.0,8.88,有,
新莊區,房地(土地+建物)+車位,中港路531巷121~150號,12.6,都市：其他:住宅區,,,1091010,土地1建物1車位1,二層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0921116,108.53999999999999,2,2,1,有,有,11350000,104570,坡道平面,24.77,0,,RPTNPLTKJHGGFBF38DA,58.61,0.0,3.8,有,
新莊區,房地(土地+建物),公園一路93巷1~30號,31.13,都市：其他:道路用地,,,1100119,土地2建物1車位0,五層,五層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0840905,124.28999999999999,3,2,2,有,無,13180000,106042,,0.0,0,包含公共設施保留地用地;,RPROMLMLJHGGFBF37DA,97.37,3.06,13.26,有,
五股區,車位,新五路三段181~210號,0.52,都市：其他:商業區,,,1091223,土地1建物1車位1,,,其他,,,,15.72,0,0,0,有,有,1500000,,坡道機械,0.0,1500000,僅車位交易;,RPOPMLMLJHGGFBF17DA,0.0,0.0,0.0,有,
新莊區,房地(土地+建物),建安街71巷1~30號,23.06,都市：其他:住宅區,,,1091231,土地1建物1車位0,六層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0880523,137.2,3,2,2,有,有,14600000,106414,,0.0,0,陽台外推;其他增建;,RPOVMLLLJHGGFBF67DA,84.9,0.0,12.77,有,
新莊區,房地(土地+建物)+車位,榮華路二段91~120號,10.45,都市：其他:第二種商業區,,,1091215,土地1建物1車位1,九層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081216,117.21,0,0,0,無,有,12000000,143927,坡道平面,49.12,2200000,,RPQTMLRLJHGGFBF28DA,39.9,0.0,4.46,有,
新莊區,房地(土地+建物)+車位,榮華路二段91~120號,10.93,都市：其他:第二種商業區,,,1091218,土地1建物1車位1,四層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081216,120.36,0,0,0,無,有,11550000,133352,坡道平面,49.12,2050000,,RPSTMLRLJHGGFBF48DA,42.29,0.0,4.13,有,
新莊區,房地(土地+建物)+車位,榮華路二段91~120號,10.93,都市：其他:第二種商業區,,,1091218,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1081216,120.37,0,0,0,無,有,11750000,136140,坡道平面,49.12,2050000,,RPTTMLRLJHGGFBF58DA,42.29,0.0,4.13,有,
新莊區,房地(土地+建物)+車位,雙鳳路77巷1~30號,21.13,都市：其他:住宅區,,,1091206,土地1建物1車位1,十八層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050704,208.8,4,2,2,有,有,23400000,124428,坡道平面,36.01,1900000,含裝潢費;,RPSPMLTLJHGGFBF28DA,99.64,2.43,12.09,有,
新莊區,房地(土地+建物),新北大道七段751~780號,30.21,都市：其他:住宅區,,,1100101,土地2建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0781128,116.62,4,2,2,有,無,9150000,78460,,0.0,0,陽台外推;,RPQRMLTLJHGGFBF28DA,104.58,0.0,3.4,無,009
新莊區,房地(土地+建物),新泰路289巷31~60號,22.15,都市：其他:住宅區,,,1100110,土地1建物1車位0,五層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0730521,80.55,3,2,1,有,無,6000000,74488,,0.0,0,陽台外推;其他增建;,RPUSMLLJKHGGFBF87DA,73.11,0.0,7.44,無,010
林口區,土地,菁埔段粉寮水尾小段211~240地號,751.87,都市：其他:農業區,,,1091231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,20469656,27225,,0.0,0,有第三人占有未登記建物未登記建物;,RPROMLNJKHGGFBF37DA,0.0,0.0,0.0,無,
林口區,土地,菁埔段粉寮水尾小段211~240地號,73.13,都市：其他:道路用地,,,1091231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1643680,22476,,0.0,0,本筆為道路用地包含公共設施保留地用地;,SPROMLNJKHGGFBF47DA,0.0,0.0,0.0,無,011
林口區,土地,菁埔段粉寮水尾小段211~240地號,95.1,都市：其他:道路用地,,,1091231,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,2137329,22477,,0.0,0,本筆為道路用地包含公共設施保留地用地;,TPROMLNJKHGGFBF57DA,0.0,0.0,0.0,無,
泰山區,房地(土地+建物),仁義路121~150號,11.88,都市：其他:商業區,,,1091210,土地1建物1車位0,四層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950605,112.22,3,2,2,有,有,10880000,96952,,0.0,0,,RPTSMLOJKHGGFBF08DA,71.35,1.3,10.27,有,
新莊區,房地(土地+建物)+車位,福美街61~90號,12.66,都市：其他:商業區,,,1091117,土地1建物1車位1,二十一層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090612,137.06,0,0,0,無,無,17480000,153705,坡道平面,38.95,2400000,含裝潢費;含傢俱設備費;,RPPNMLPJKHGGFBF27DA,57.34,3.6,5.18,有,
新莊區,房地(土地+建物)+車位,福美街61~90號,12.66,都市：其他:商業區,,,1091120,土地1建物1車位1,二十二層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090612,137.06,0,0,0,無,無,17680000,155744,坡道平面,38.95,2400000,含裝潢費;含傢俱設備費;,RPRNMLPJKHGGFBF47DA,57.34,3.6,5.18,有,
新莊區,房地(土地+建物)+車位,福美街61~90號,12.66,都市：其他:商業區,,,1091207,土地1建物1車位1,二十三層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090612,137.06,0,0,0,無,無,17500000,154928,坡道平面,38.95,2300000,含裝潢費;含傢俱設備費;,RPSNMLPJKHGGFBF57DA,57.34,3.6,5.18,有,
新莊區,房地(土地+建物)+車位,福美街61~90號,20.82,都市：其他:商業區,,,1091020,土地1建物1車位1,二十五層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090612,201.16000000000003,3,2,2,有,無,28300000,159053,坡道平面,38.95,2500000,含裝潢費;含傢俱設備費;,RPUNMLPJKHGGFBF77DA,91.3,1.87,14.7,有,
新莊區,房地(土地+建物)+車位,福美街31~60號,11.02,都市：其他:商業區,,,1091129,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090612,126.71,0,0,0,無,無,16550000,160096,坡道平面,38.95,2500000,含裝潢費;含傢俱設備費;,RPWNMLPJKHGGFBF97DA,50.31,4.14,4.71,有,
新莊區,土地,合鳳段271~300地號,6.96,都市：其他:道路用地,,,1100120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,1101072,158200,,0.0,0,協議價購;,RPRNMLSJKHGGFBF77DA,0.0,0.0,0.0,無,012
新莊區,土地,合鳳段421~450地號,68.2,都市：其他:道路用地,,,1100120,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,10789240,158200,,0.0,0,協議價購;,RPTNMLSJKHGGFBF97DA,0.0,0.0,0.0,無,013
新莊區,房地(土地+建物),自強街70巷3弄1~30號,10.6,都市：其他:住宅區,,,1100123,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0640926,33.0,2,1,1,有,無,3400000,103030,,0.0,0,陽台外推;,RPSOMLSJKHGGFBF97DA,33.0,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,立信三街1~30號,15.14,都市：其他:住宅區,,,1091220,土地1建物1車位1,四層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0950125,133.03,3,2,2,有,有,15300000,115012,坡道平面,19.41,0,,RPTOMLSJKHGGFBF08DA,71.44,3.4,3.04,有,
林口區,土地,菁埔段菁埔小段61~90地號,4947.0,都市：其他:農業區,,,1091228,土地1建物0車位0,,,其他,,,,0.0,0,0,0,有,無,42000000,8490,,0.0,0,,RPVOMLSJKHGGFBF28DA,0.0,0.0,0.0,無,
新莊區,房地(土地+建物),自治街31~60號,18.08,都市：其他:住宅區,,,1100110,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0650604,64.78,2,2,1,有,無,5900000,91077,,0.0,0,陽台外推;,RPXOMLSJKHGGFBF48DA,64.78,0.0,0.0,無,
新莊區,房地(土地+建物)+車位,雙鳳路77巷1~30號,21.16,都市：其他:住宅區,,,1091218,土地1建物1車位1,十四層,二十一層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050704,216.07,4,2,2,有,有,21500000,109408,坡道平面,36.01,1800000,,RPOPMLSJKHGGFBF67DA,99.8,9.46,12.09,有,
五股區,房地(土地+建物)+車位,成泰路三段301~330號,25.16,都市：其他:住宅區,,,1090520,土地1建物1車位1,十二層,十三層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1091110,128.87,2,2,1,有,有,10750000,96986,坡道平面,37.62,1900000,,RPPRMLPJKHGGFBF67DA,55.42,2.59,4.25,有,
新莊區,房地(土地+建物)+車位,榮華路二段1~30號,21.0,都市：其他:第一種住宅區,,,1100110,土地1建物1車位1,十七層,十九層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1060109,184.14,3,2,2,有,有,24300000,131965,坡道平面,32.64,0,,RPVSMLPJKHGGFBF38DA,89.89,1.22,10.09,有,014
泰山區,房地(土地+建物),中港西路361~390號,12.54,都市：其他:商業區,,,1091220,土地1建物1車位0,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0930810,114.46,3,2,2,有,有,10000000,87367,,0.0,0,,RPOVMLPJKHGGFBF97DA,78.27,2.32,4.6,有,
五股區,房地(土地+建物),五權三路1~30號,2024.03,,工業區,丁種建築用地,1091117,土地1建物1車位0,全,二層,透天厝,見其他登記事項,見其他登記事項,0800430,2310.61,0,0,0,無,無,580000000,251016,,0.0,0,,RPTWMLTJKHGGFBF98DA,2310.61,0.0,0.0,無,
五股區,房地(土地+建物)+車位,五權七路1~30號,214.45,,工業區,丁種建築用地,1100122,土地1建物1車位5,五層,八層,華廈(10層含以下有電梯),工業用,鋼筋混凝土造,0851016,797.44,0,0,0,無,有,52277777,65557,坡道平面,260.35,0,主要用途為廠房政府機關標讓售;,RPQPMLRKKHGGFBF87DA,411.52,0.0,0.0,有,
新店區,房地(土地+建物)+車位,北新路一段61~90號,13.2,都市：其他:,,,1091008,土地1建物1車位1,二十四層,三十層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090706,143.82999999999998,2,2,2,有,無,23000000,199250,坡道平面,42.45,2800000,含裝潢費;含傢俱設備費;,RPRPMLQKJIPFFCF78DA,0.0,0.0,0.0,有,
新店區,房地(土地+建物)+車位,北新路一段61~90號,18.01,都市：其他:行政園區特定專用區,,,1091112,土地1建物1車位1,二十九層,三十層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1090706,186.57999999999998,3,2,2,有,無,33500000,213002,坡道平面,42.45,2800000,含裝潢費;含傢俱設備費;,RPXOMLSKKIPFFCF96DA,0.0,0.0,0.0,有,
新店區,房地(土地+建物),北新路二段97巷10弄1~30號,21.95,都市：其他:第四種住宅區,,,1091221,土地1建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0861107,107.71,2,2,1,有,有,19980000,185498,,0.0,0,陽台外推;其他增建;,RPTNMLNKJHGGFCF57DA,77.53,0.53,9.79,有,
新店區,房地(土地+建物)+車位,安祥路110巷30弄1~30號,69.11,,山坡地保育區,丙種建築用地,1100102,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841115,155.54,3,2,2,有,有,6580000,42304,坡道平面,0.0,0,其他增建;,RPPOMLTKJHGGFCF87DA,91.46,0.0,12.37,有,
新店區,房地(土地+建物)+車位,北新路一段61~90號,6.56,都市：其他:第三種商業區,,,1100114,土地1建物1車位1,二十四層,三十層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1081112,118.46,2,2,1,有,有,22000000,203742,坡道平面,25.45,3050000,,RPPPMLQLJHGGFCF77DA,53.46,5.69,3.15,有,015
新店區,房地(土地+建物)+車位,寶橋路78巷91~120號,13.86,都市：其他:住宅區,,,1100101,土地1建物1車位1,十四層,二十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020829,162.04000000000002,3,2,2,有,有,25800000,159220,坡道平面,24.42,0,其他增建;,RPRQMLQLJHGGFCF08DA,85.94,4.78,5.07,有,016
新店區,房地(土地+建物),永安街68巷1~30號,23.07,都市：其他:第三種住宅區。,,,1100108,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0680330,69.74,2,2,1,有,無,6200000,88902,,0.0,0,其他增建;,RPXNMLTLJHGGFCF68DA,69.74,0.0,0.0,無,
新店區,房地(土地+建物)+車位,中正路700巷1~30號,32.75,都市：其他:第四種住宅區,,,1100117,土地1建物1車位1,十三層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890225,191.68,2,2,2,有,有,18150000,94689,坡道平面,0.0,0,,RPPPMLOJKHGGFCF47DA,101.2,2.16,13.93,有,
新店區,房地(土地+建物)+車位,二十張路31~60號,20.82,都市：其他:第四種住宅區,,,1100115,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821224,154.77,3,2,2,有,有,22000000,142146,坡道平面,0.0,0,,RPRNMLPJKHGGFCF57DA,94.02,2.39,12.34,有,
新店區,房地(土地+建物),寶興路60巷1~30號,27.17,都市：其他:乙種工業區,,,1100118,土地1建物1車位0,一層,四層,公寓(5樓含以下無電梯),工業用,鋼筋混凝土造,0700829,101.22,0,0,0,無,無,8800000,86939,,0.0,0,,RPSNMLSJKHGGFCF97DA,87.48,13.74,0.0,無,017
汐止區,房地(土地+建物),大同路三段601~630號,7.56,都市：其他:第二種住宅區,,,1100124,土地1建物1車位0,二十八層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0880203,78.61,2,1,1,有,有,4270000,54319,,0.0,0,,RPROMLRLJHGGFDF08DA,55.49,0.0,4.15,有,018
汐止區,房地(土地+建物)+車位,工建路61~90號,18.25,都市：其他:第二種住宅區,,,1091231,土地1建物1車位1,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0981120,140.99,3,2,2,有,有,16200000,123330,坡道平面,24.23,1800000,,RPRNMLSJKHGGFDF97DA,65.76,1.46,11.82,有,
汐止區,車位,長江街91~120號,0.49,都市：其他:第二種住宅區,,,1091215,土地2建物1車位1,,,其他,,,,28.9,0,0,0,有,有,1460000,,坡道平面,28.9,1460000,僅車位交易;,RPTNMLSJKHGGFDF18DA,0.0,0.0,0.0,有,
汐止區,房地(土地+建物)+車位,汐平路二段63巷31~60號,47.68,,山坡地保育區,丙種建築用地,1100115,土地2建物1車位1,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,0830921,125.03,3,2,2,有,有,3800000,30393,坡道平面,0.0,0,,RPVQMLOJKHGGFDF28DA,71.74,0.76,7.56,無,
汐止區,房地(土地+建物)+車位,保一街31~60號,22.86,都市：其他:第二種住宅區,,,1100111,土地1建物1車位1,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,0881129,134.02,3,2,2,有,有,7000000,52231,坡道平面,0.0,0,,RPROMLPJKHGGFDF77DA,70.81,0.87,9.21,有,019
汐止區,房地(土地+建物)+車位,樟樹二路61~90號,8.19,都市：其他:第二種住宅區,,,1100107,土地1建物1車位1,九層,十五層,住宅大樓(11層含以上有電梯),見其他登記事項,見其他登記事項,1050810,71.14,1,1,1,有,有,8500000,128605,坡道平面,19.82,1900000,,RPVOMLPJKHGGFDF18DA,31.12,0.0,3.52,有,020
